Date,Open,High,Low,Close,Volume,Adj Close
2016-02-01,201.729996,202.550003,192.190002,197.350006,000,197.350006
2016-01-25,199.350006,202.990005,193.210007,202.899994,000,202.899994
2016-01-19,198.929993,203.429993,186.440002,200.119995,000,200.119995
2016-01-11,206.169998,208.839996,194.889999,197.789993,000,197.789993
2016-01-04,224.550003,224.649994,204.550003,204.940002,000,204.940002
2015-12-28,229.350006,231.860001,227.009995,227.199997,000,227.199997
2015-12-21,223.470001,231.089996,222.440002,230.360001,000,230.360001
2015-12-14,228.470001,232.509995,222.050003,222.100006,000,222.100006
2015-12-07,240.940002,240.940002,227.990005,228.479996,000,228.479996
2015-11-30,244.649994,245.630005,235.779999,241.559998,000,241.559998
2015-11-23,242.369995,245.289993,240.529999,244.449997,000,244.449997
2015-11-16,229.479996,243.220001,229.479996,242.419998,000,242.419998
2015-11-09,233.139999,237.210007,227.479996,229.610001,000,229.610001
2015-11-02,230.919998,235.25,229.789993,232.869995,000,232.869995
2015-10-26,233.75,234.570007,226.320007,231.020004,000,231.020004
2015-10-19,228.779999,234.190002,226.940002,233.289993,000,233.289993
2015-10-12,232.539993,234.320007,224.240005,229.660004,000,229.660004
2015-10-05,226.929993,233.229996,225.800003,232.309998,000,232.309998
2015-09-28,228.300003,228.339996,214.389999,225.320007,000,225.320007
2015-09-21,238.149994,240.089996,223.970001,228.899994,000,228.899994
2015-09-14,236.699997,245.410004,235.169998,236.949997,000,236.949997
2015-09-08,232.910004,239.059998,230.740005,236.839996,000,236.839996
2015-08-31,231.570007,237.330002,226.00,230.699997,000,230.699997
2015-08-24,239.229996,239.229996,220.070007,232.25,000,232.25
2015-08-17,244.559998,252.199997,239.580002,239.610001,000,239.610001
2015-08-10,237.850006,245.169998,236.779999,245.009995,000,245.009995
2015-08-03,239.639999,240.809998,234.449997,236.190002,000,236.190002
2015-07-27,229.179993,241.350006,228.740005,239.789993,000,239.789993
2015-07-20,232.460007,237.089996,229.199997,230.330002,000,230.330002
2015-07-13,236.380005,236.899994,231.50,232.320007,000,232.320007
2015-07-06,230.389999,236.029999,229.729996,235.440002,000,235.440002
2015-06-29,232.240005,234.179993,229.289993,232.089996,000,232.089996
2015-06-22,233.130005,237.309998,232.75,234.240005,000,234.240005
2015-06-15,227.570007,233.259995,226.889999,231.850006,000,231.850006
2015-06-08,225.979996,230.330002,222.559998,228.410004,000,228.410004
2015-06-01,229.050003,230.539993,224.770004,226.419998,000,226.419998
2015-05-26,230.970001,231.910004,228.410004,228.410004,000,228.410004
2015-05-18,229.830002,234.690002,229.460007,231.50,000,231.50
2015-05-11,227.970001,230.339996,223.639999,229.880005,000,229.880005
2015-05-04,225.179993,230.020004,218.630005,227.940002,000,227.940002
2015-04-27,228.770004,228.860001,220.660004,224.669998,000,224.669998
2015-04-20,231.119995,232.50,224.139999,227.860001,000,227.860001
2015-04-13,234.679993,237.330002,227.899994,230.080002,000,230.080002
2015-04-06,236.869995,238.320007,232.009995,234.770004,000,234.770004
2015-03-30,233.809998,237.679993,233.539993,237.470001,000,237.470001
2015-03-23,234.190002,236.300003,228.809998,232.669998,000,232.669998
2015-03-16,228.729996,236.509995,225.470001,234.389999,000,234.389999
2015-03-09,226.020004,229.919998,224.300003,227.779999,000,227.779999
2015-03-02,231.729996,233.259995,225.339996,225.699997,000,225.699997
2015-02-23,231.940002,234.199997,230.039993,231.389999,000,231.389999
2015-02-17,230.070007,232.759995,229.199997,232.110001,000,232.110001
2015-02-09,223.619995,230.639999,223.619995,230.630005,000,230.630005
2015-02-02,215.270004,224.679993,212.669998,223.800003,000,223.800003
2015-01-26,212.509995,218.179993,212.509995,214.869995,000,214.869995
2015-01-20,212.300003,213.589996,207.119995,211.820007,000,211.820007
2015-01-12,221.009995,225.669998,205.419998,212.470001,000,212.470001
2015-01-05,214.130005,222.029999,209.360001,220.759995,000,220.759995
2014-12-29,214.009995,217.210007,212.949997,215.020004,000,215.020004
2014-12-22,212.279999,215.479996,210.839996,214.309998,000,214.309998
2014-12-15,205.830002,212.679993,201.779999,212.110001,000,212.110001
2014-12-08,213.520004,214.869995,205.429993,205.429993,000,205.429993
2014-12-01,214.050003,216.029999,212.139999,213.759995,000,213.759995
2014-11-24,214.179993,216.710007,212.839996,214.589996,000,214.589996
2014-11-17,206.550003,215.039993,206.210007,213.589996,000,213.589996
2014-11-10,204.179993,207.770004,204.179993,207.009995,000,207.009995
2014-11-03,198.639999,204.559998,197.669998,203.460007,000,203.460007
2014-10-27,199.330002,200.330002,194.649994,198.779999,000,198.779999
2014-10-20,190.169998,201.059998,190.169998,200.240005,000,200.240005
2014-10-13,182.860001,191.220001,177.679993,190.289993,000,190.289993
2014-10-06,191.649994,192.550003,182.729996,182.759995,000,182.759995
2014-09-29,191.139999,192.350006,186.25,190.830002,000,190.830002
2014-09-22,197.270004,197.309998,190.639999,192.440002,000,192.440002
2014-09-15,197.139999,202.860001,196.479996,197.559998,000,197.559998
2014-09-08,198.910004,200.600006,196.389999,197.25,000,197.25
2014-09-02,201.960007,202.289993,197.960007,199.100006,000,199.100006
2014-08-25,202.600006,203.240005,199.710007,201.779999,000,201.779999
2014-08-18,195.210007,202.470001,195.210007,201.789993,000,201.789993
2014-08-11,192.070007,195.940002,190.470001,194.460007,000,194.460007
2014-08-04,189.160004,191.610001,187.289993,191.520004,000,191.520004
2014-07-28,195.419998,195.419998,187.009995,188.660004,000,188.660004
2014-07-21,198.759995,203.580002,194.979996,195.669998,000,195.669998
2014-07-14,201.800003,202.380005,197.350006,199.279999,000,199.279999
2014-07-07,207.820007,207.820007,200.240005,201.210007,000,201.210007
2014-06-30,205.550003,209.419998,205.179993,208.389999,000,208.389999
2014-06-23,201.899994,206.139999,201.639999,205.570007,000,205.570007
2014-06-16,200.649994,203.550003,198.990005,201.720001,000,201.720001
2014-06-09,205.300003,207.880005,199.919998,200.830002,000,200.830002
2014-06-02,200.389999,205.850006,198.630005,205.529999,000,205.529999
2014-05-27,200.130005,201.979996,199.020004,200.149994,000,200.149994
2014-05-19,194.050003,199.649994,191.360001,199.490005,000,199.490005
2014-05-12,194.050003,199.820007,190.100006,194.50,000,194.50
2014-05-05,197.169998,197.970001,191.970001,193.600006,000,193.600006
2014-04-28,193.729996,199.419998,191.190002,197.820007,000,197.820007
2014-04-21,193.369995,197.229996,191.479996,193.289993,000,193.289993
2014-04-14,193.929993,194.869995,189.589996,193.139999,000,193.139999
2014-04-07,200.679993,200.919998,192.169998,192.789993,000,192.789993
2014-03-31,198.279999,206.100006,196.720001,201.089996,000,201.089996
2014-03-24,198.050003,198.740005,192.679993,197.289993,000,197.289993
2014-03-17,201.559998,208.160004,197.410004,197.800003,000,197.800003
2014-03-10,208.479996,208.509995,199.389999,201.00,000,201.00
2014-03-03,210.979996,213.149994,208.050003,209.220001,000,209.220001
2014-02-24,207.820007,213.809998,205.330002,211.990005,000,211.990005
