Date,Open,High,Low,Close,Volume,Adj Close
2016-02-01,1592.630005,1605.939941,1537.569946,1562.319946,000,1562.319946
2016-01-25,1552.98999,1598.810059,1500.060059,1598.810059,000,1598.810059
2016-01-19,1538.75,1555.920044,1461.72998,1555.890015,000,1555.890015
2016-01-11,1566.069946,1596.77002,1500.73999,1519.880005,000,1519.880005
2016-01-04,1628.939941,1652.349976,1552.670044,1554.23999,000,1554.23999
2015-12-28,1677.420044,1712.27002,1664.930054,1667.48999,000,1667.48999
2015-12-21,1660.23999,1685.829956,1644.599976,1680.709961,000,1680.709961
2015-12-14,1668.699951,1713.699951,1644.579956,1645.290039,000,1645.290039
2015-12-07,1737.01001,1740.030029,1669.150024,1671.030029,000,1671.030029
2015-11-30,1717.219971,1742.849976,1688.140015,1739.219971,000,1739.219971
2015-11-23,1728.829956,1730.699951,1700.170044,1712.48999,000,1712.48999
2015-11-16,1647.630005,1728.459961,1644.25,1727.319946,000,1727.319946
2015-11-09,1730.140015,1734.099976,1650.300049,1650.880005,000,1650.880005
2015-11-02,1700.349976,1749.02002,1697.569946,1735.72998,000,1735.72998
2015-10-26,1697.900024,1715.719971,1687.380005,1697.410034,000,1697.410034
2015-10-19,1618.130005,1713.390015,1602.319946,1702.969971,000,1702.969971
2015-10-12,1609.550049,1621.859985,1591.72998,1621.859985,000,1621.859985
2015-10-05,1558.930054,1609.839966,1556.880005,1608.199951,000,1608.199951
2015-09-28,1531.25,1551.040039,1482.170044,1550.959961,000,1550.959961
2015-09-21,1553.219971,1568.959961,1515.369995,1537.98999,000,1537.98999
2015-09-14,1562.369995,1591.800049,1544.73999,1546.780029,000,1546.780029
2015-09-08,1530.640015,1562.579956,1521.290039,1554.410034,000,1554.410034
2015-08-31,1542.099976,1559.040039,1480.560059,1503.939941,000,1503.939941
2015-08-24,1391.130005,1554.459961,1365.949951,1551.619995,000,1551.619995
2015-08-17,1623.380005,1636.310059,1503.22998,1503.22998,000,1503.22998
2015-08-10,1626.069946,1642.52002,1585.569946,1626.939941,000,1626.939941
2015-08-03,1634.569946,1642.569946,1602.430054,1612.530029,000,1612.530029
2015-07-27,1626.619995,1645.800049,1614.48999,1633.75,000,1633.75
2015-07-20,1689.22998,1700.349976,1633.060059,1636.300049,000,1636.300049
2015-07-13,1595.180054,1686.849976,1594.599976,1686.849976,000,1686.849976
2015-07-06,1581.319946,1596.439941,1555.689941,1581.219971,000,1581.219971
2015-06-29,1600.01001,1609.030029,1582.099976,1596.75,000,1596.75
2015-06-22,1638.439941,1653.560059,1613.25,1617.579956,000,1617.579956
2015-06-15,1614.72998,1646.189941,1607.189941,1629.089966,000,1629.089966
2015-06-08,1642.839966,1657.47998,1607.51001,1630.930054,000,1630.930054
2015-06-01,1666.829956,1674.26001,1637.079956,1642.890015,000,1642.890015
2015-05-26,1667.849976,1678.119995,1640.079956,1658.02002,000,1658.02002
2015-05-18,1660.00,1678.680054,1657.800049,1672.160034,000,1672.160034
2015-05-11,1650.47998,1674.420044,1620.73999,1663.660034,000,1663.660034
2015-05-04,1667.810059,1675.430054,1608.140015,1652.410034,000,1652.410034
2015-04-27,1675.109985,1690.359985,1636.699951,1665.050049,000,1665.050049
2015-04-20,1606.650024,1672.02002,1605.170044,1670.25,000,1670.25
